budget,seed_id,seed,pair_id,expected_verdict,safety_category,mutation_operator,verdict,runtime_ms,counterexample
32,4,26472077,assetregistry_unsafe_behavior_01_remove_access_modifier,Unsafe,behavior,remove_access_modifier,Unsafe,0.4025,"{""active"": false, ""amount"": 32947, ""balance"": 233917, ""call_ok"": true, ""limit"": 59451, ""owner_zero"": false, ""sender_owner"": false, ""total"": 239002}"
32,4,26472078,assetregistry_unsafe_behavior_02_change_call_recipient,Unsafe,behavior,change_call_recipient,Unsafe,0.3391,"{""active"": false, ""amount"": 23450, ""balance"": 182080, ""call_ok"": true, ""limit"": 38003, ""owner_zero"": false, ""sender_owner"": true, ""total"": 858743}"
32,4,26472079,assetregistry_unsafe_behavior_03_external_call_order_change,Unsafe,behavior,external_call_order_change,Unsafe,0.3854,"{""active"": true, ""amount"": 7040, ""balance"": 431904, ""call_ok"": true, ""limit"": 63362, ""owner_zero"": true, ""sender_owner"": true, ""total"": 433531}"
32,4,26472080,claimregistry_safe_01_commute_independent_writes,Safe,safe,commute_independent_writes,Safe,0.5584,
32,4,26472081,claimregistry_safe_02_valid_domain_guard,Safe,safe,valid_domain_guard,Safe,0.6031,
32,4,26472082,claimregistry_safe_03_consume_storage_gap,Safe,safe,consume_storage_gap,Safe,0.0,
32,4,26472083,claimregistry_unsafe_behavior_01_success_to_revert,Unsafe,behavior,success_to_revert,Unsafe,0.3891,"{""active"": true, ""amount"": 42821, ""balance"": 575356, ""call_ok"": false, ""limit"": 51297, ""owner_zero"": true, ""sender_owner"": false, ""total"": 490942}"
32,4,26472084,claimregistry_unsafe_behavior_02_conditional_state_update,Unsafe,behavior,conditional_state_update,Unknown,0.3167,
32,4,26472085,claimregistry_unsafe_behavior_03_conditional_event,Unsafe,behavior,conditional_event,Unknown,0.3362,
32,4,26472086,rolemanager_safe_01_rename_internal_state_variable,Safe,safe,rename_internal_state_variable,Safe,0.0,
32,4,26472087,rolemanager_safe_02_rename_local_variable,Safe,safe,rename_local_variable,Safe,0.7252,
32,4,26472088,rolemanager_safe_03_equivalent_expression_refactor,Safe,safe,equivalent_expression_refactor,Safe,0.5451,
32,4,26472089,rolemanager_unsafe_behavior_01_revert_data_change,Unsafe,behavior,revert_data_change,Safe,0.5539,
32,4,26472090,rolemanager_unsafe_behavior_02_unsupported_hash_return,Unsafe,behavior,unsupported_hash_return,Unknown,0.3342,
32,4,26472091,rolemanager_unsafe_behavior_03_arithmetic_operator_change,Unsafe,behavior,arithmetic_operator_change,Unsafe,0.3562,"{""active"": true, ""amount"": 32838, ""balance"": 567577, ""call_ok"": false, ""limit"": 61929, ""owner_zero"": false, ""sender_owner"": false, ""total"": 63857}"
32,4,26472092,permissionbook_safe_01_rename_internal_state_variable,Safe,safe,rename_internal_state_variable,Safe,0.0,
32,4,26472093,permissionbook_safe_02_rename_local_variable,Safe,safe,rename_local_variable,Safe,0.5173,
32,4,26472094,permissionbook_safe_03_equivalent_expression_refactor,Safe,safe,equivalent_expression_refactor,Safe,0.5308,
32,4,26472095,permissionbook_unsafe_behavior_01_comparison_operator_change,Unsafe,behavior,comparison_operator_change,Safe,0.5498,
32,4,26472096,permissionbook_unsafe_behavior_02_omit_state_update,Unsafe,behavior,omit_state_update,Unsafe,0.3588,"{""active"": true, ""amount"": 46808, ""balance"": 433189, ""call_ok"": false, ""limit"": 53469, ""owner_zero"": false, ""sender_owner"": false, ""total"": 738258}"
32,4,26472097,permissionbook_unsafe_behavior_03_wrong_state_variable,Unsafe,behavior,wrong_state_variable,Unsafe,0.337,"{""active"": true, ""amount"": 35636, ""balance"": 993733, ""call_ok"": true, ""limit"": 48576, ""owner_zero"": false, ""sender_owner"": false, ""total"": 546632}"
32,4,26472098,escrowdesk_safe_01_append_state_variable,Safe,safe,append_state_variable,Safe,0.0,
32,4,26472099,escrowdesk_safe_02_add_function,Safe,safe,add_function,Safe,0.0,
32,4,26472100,escrowdesk_safe_03_add_event,Safe,safe,add_event,Safe,0.0,
32,4,26472101,escrowdesk_unsafe_behavior_01_return_value_change,Unsafe,behavior,return_value_change,Unsafe,0.4277,"{""active"": true, ""amount"": 18899, ""balance"": 529897, ""call_ok"": false, ""limit"": 59064, ""owner_zero"": true, ""sender_owner"": false, ""total"": 406459}"
32,4,26472102,escrowdesk_unsafe_behavior_02_omit_event,Unsafe,behavior,omit_event,Unsafe,0.3569,"{""active"": true, ""amount"": 6324, ""balance"": 188265, ""call_ok"": true, ""limit"": 12868, ""owner_zero"": true, ""sender_owner"": true, ""total"": 152294}"
32,4,26472103,escrowdesk_unsafe_behavior_03_remove_require,Unsafe,behavior,remove_require,Unsafe,0.3516,"{""active"": false, ""amount"": 20612, ""balance"": 55606, ""call_ok"": true, ""limit"": 30073, ""owner_zero"": true, ""sender_owner"": false, ""total"": 664136}"
32,4,26472104,milestoneescrow_safe_01_consume_storage_gap,Safe,safe,consume_storage_gap,Safe,0.0,
32,4,26472105,milestoneescrow_safe_02_append_state_variable,Safe,safe,append_state_variable,Safe,0.0,
32,4,26472106,milestoneescrow_safe_03_add_function,Safe,safe,add_function,Safe,0.0,
32,4,26472107,milestoneescrow_unsafe_behavior_01_change_revert_condition,Unsafe,behavior,change_revert_condition,Unsafe,0.3365,"{""active"": true, ""amount"": 32057, ""balance"": 516011, ""call_ok"": false, ""limit"": 61369, ""owner_zero"": true, ""sender_owner"": false, ""total"": 260017}"
32,4,26472108,milestoneescrow_unsafe_behavior_02_remove_access_modifier,Unsafe,behavior,remove_access_modifier,Unsafe,0.3563,"{""active"": true, ""amount"": 6693, ""balance"": 254808, ""call_ok"": true, ""limit"": 659, ""owner_zero"": false, ""sender_owner"": false, ""total"": 743832}"
32,4,26472109,milestoneescrow_unsafe_behavior_03_change_call_recipient,Unsafe,behavior,change_call_recipient,Unsafe,0.3574,"{""active"": true, ""amount"": 28183, ""balance"": 120433, ""call_ok"": true, ""limit"": 25690, ""owner_zero"": false, ""sender_owner"": true, ""total"": 846492}"
32,4,26472110,crowdfund_safe_01_extract_internal_function,Safe,safe,extract_internal_function,Safe,0.5644,
32,4,26472111,crowdfund_safe_02_commute_independent_writes,Safe,safe,commute_independent_writes,Safe,0.5426,
32,4,26472112,crowdfund_safe_03_valid_domain_guard,Safe,safe,valid_domain_guard,Safe,0.5809,
32,4,26472113,crowdfund_unsafe_behavior_01_external_call_order_change,Unsafe,behavior,external_call_order_change,Unsafe,0.5989,"{""active"": false, ""amount"": 33768, ""balance"": 105795, ""call_ok"": true, ""limit"": 14374, ""owner_zero"": true, ""sender_owner"": true, ""total"": 174114}"
32,4,26472114,crowdfund_unsafe_behavior_02_success_to_revert,Unsafe,behavior,success_to_revert,Unsafe,0.3874,"{""active"": true, ""amount"": 33366, ""balance"": 206147, ""call_ok"": true, ""limit"": 47098, ""owner_zero"": false, ""sender_owner"": false, ""total"": 174481}"
32,4,26472115,crowdfund_unsafe_behavior_03_conditional_state_update,Unsafe,behavior,conditional_state_update,Unknown,0.3464,
32,4,26472116,campaignvault_safe_01_equivalent_expression_refactor,Safe,safe,equivalent_expression_refactor,Safe,0.6,
32,4,26472117,campaignvault_safe_02_extract_internal_function,Safe,safe,extract_internal_function,Safe,0.7395,
32,4,26472118,campaignvault_safe_03_commute_independent_writes,Safe,safe,commute_independent_writes,Safe,0.6701,
32,4,26472119,campaignvault_unsafe_behavior_01_conditional_event,Unsafe,behavior,conditional_event,Unknown,0.361,
32,4,26472120,campaignvault_unsafe_behavior_02_revert_data_change,Unsafe,behavior,revert_data_change,Safe,0.5638,
32,4,26472121,campaignvault_unsafe_behavior_03_unsupported_hash_return,Unsafe,behavior,unsupported_hash_return,Unknown,0.3216,
32,4,26472122,markethub_safe_01_rename_internal_state_variable,Safe,safe,rename_internal_state_variable,Safe,0.0,
32,4,26472123,markethub_safe_02_rename_local_variable,Safe,safe,rename_local_variable,Safe,0.5597,
32,4,26472124,markethub_safe_03_equivalent_expression_refactor,Safe,safe,equivalent_expression_refactor,Safe,0.5308,
32,4,26472125,markethub_unsafe_behavior_01_arithmetic_operator_change,Unsafe,behavior,arithmetic_operator_change,Unsafe,0.3581,"{""active"": true, ""amount"": 35140, ""balance"": 395022, ""call_ok"": false, ""limit"": 50835, ""owner_zero"": true, ""sender_owner"": true, ""total"": 321702}"
32,4,26472126,markethub_unsafe_behavior_02_comparison_operator_change,Unsafe,behavior,comparison_operator_change,Safe,0.7523,
32,4,26472127,markethub_unsafe_behavior_03_omit_state_update,Unsafe,behavior,omit_state_update,Unsafe,0.4055,"{""active"": true, ""amount"": 3892, ""balance"": 886389, ""call_ok"": false, ""limit"": 18461, ""owner_zero"": false, ""sender_owner"": false, ""total"": 285438}"
32,4,26472128,listingmarket_safe_01_add_function,Safe,safe,add_function,Safe,0.0,
32,4,26472129,listingmarket_safe_02_add_event,Safe,safe,add_event,Safe,0.0,
32,4,26472130,listingmarket_safe_03_rename_internal_state_variable,Safe,safe,rename_internal_state_variable,Safe,0.0,
32,4,26472131,listingmarket_unsafe_behavior_01_wrong_state_variable,Unsafe,behavior,wrong_state_variable,Unsafe,0.4302,"{""active"": true, ""amount"": 2435, ""balance"": 103114, ""call_ok"": true, ""limit"": 17023, ""owner_zero"": false, ""sender_owner"": false, ""total"": 23239}"
32,4,26472132,listingmarket_unsafe_behavior_02_return_value_change,Unsafe,behavior,return_value_change,Unsafe,0.4153,"{""active"": true, ""amount"": 31810, ""balance"": 208725, ""call_ok"": true, ""limit"": 48412, ""owner_zero"": false, ""sender_owner"": false, ""total"": 979480}"
32,4,26472133,listingmarket_unsafe_behavior_03_omit_event,Unsafe,behavior,omit_event,Unsafe,0.3403,"{""active"": true, ""amount"": 909, ""balance"": 701492, ""call_ok"": true, ""limit"": 31317, ""owner_zero"": true, ""sender_owner"": false, ""total"": 116769}"
32,4,26472134,rewardpool_safe_01_append_state_variable,Safe,safe,append_state_variable,Safe,0.0,
32,4,26472135,rewardpool_safe_02_add_function,Safe,safe,add_function,Safe,0.0,
32,4,26472136,rewardpool_safe_03_add_event,Safe,safe,add_event,Safe,0.0,
32,4,26472137,rewardpool_unsafe_behavior_01_remove_require,Unsafe,behavior,remove_require,Unsafe,0.3897,"{""active"": false, ""amount"": 34628, ""balance"": 882112, ""call_ok"": false, ""limit"": 45066, ""owner_zero"": true, ""sender_owner"": false, ""total"": 524501}"
32,4,26472138,rewardpool_unsafe_behavior_02_change_revert_condition,Unsafe,behavior,change_revert_condition,Unsafe,0.3775,"{""active"": true, ""amount"": 53849, ""balance"": 571687, ""call_ok"": false, ""limit"": 53500, ""owner_zero"": false, ""sender_owner"": true, ""total"": 764719}"
32,4,26472139,rewardpool_unsafe_behavior_03_remove_access_modifier,Unsafe,behavior,remove_access_modifier,Unsafe,0.3803,"{""active"": true, ""amount"": 30994, ""balance"": 833498, ""call_ok"": true, ""limit"": 3251, ""owner_zero"": false, ""sender_owner"": false, ""total"": 961797}"
32,4,26472140,incentivevault_safe_01_commute_independent_writes,Safe,safe,commute_independent_writes,Safe,0.5573,
32,4,26472141,incentivevault_safe_02_valid_domain_guard,Safe,safe,valid_domain_guard,Safe,0.571,
32,4,26472142,incentivevault_safe_03_consume_storage_gap,Safe,safe,consume_storage_gap,Safe,0.0,
32,4,26472143,incentivevault_unsafe_behavior_01_change_call_recipient,Unsafe,behavior,change_call_recipient,Unsafe,0.3642,"{""active"": false, ""amount"": 60357, ""balance"": 547056, ""call_ok"": true, ""limit"": 40145, ""owner_zero"": false, ""sender_owner"": true, ""total"": 772013}"
32,4,26472144,incentivevault_unsafe_behavior_02_external_call_order_change,Unsafe,behavior,external_call_order_change,Unsafe,0.3704,"{""active"": true, ""amount"": 35181, ""balance"": 87281, ""call_ok"": true, ""limit"": 35838, ""owner_zero"": true, ""sender_owner"": true, ""total"": 786835}"
32,4,26472145,incentivevault_unsafe_behavior_03_success_to_revert,Unsafe,behavior,success_to_revert,Unsafe,0.3845,"{""active"": true, ""amount"": 29466, ""balance"": 855184, ""call_ok"": true, ""limit"": 65320, ""owner_zero"": true, ""sender_owner"": true, ""total"": 238256}"
32,5,26572026,tokenledger_safe_01_append_state_variable,Safe,safe,append_state_variable,Safe,0.0,
32,5,26572027,tokenledger_safe_02_add_function,Safe,safe,add_function,Safe,0.0,
32,5,26572028,tokenledger_safe_03_add_event,Safe,safe,add_event,Safe,0.0,
32,5,26572029,tokenledger_unsafe_behavior_01_arithmetic_operator_change,Unsafe,behavior,arithmetic_operator_change,Unsafe,0.3827,"{""active"": true, ""amount"": 3371, ""balance"": 126216, ""call_ok"": false, ""limit"": 62506, ""owner_zero"": true, ""sender_owner"": true, ""total"": 762730}"
32,5,26572030,tokenledger_unsafe_behavior_02_comparison_operator_change,Unsafe,behavior,comparison_operator_change,Safe,0.5456,
32,5,26572031,tokenledger_unsafe_behavior_03_omit_state_update,Unsafe,behavior,omit_state_update,Unsafe,0.3625,"{""active"": true, ""amount"": 1173, ""balance"": 151609, ""call_ok"": false, ""limit"": 13249, ""owner_zero"": true, ""sender_owner"": false, ""total"": 793434}"
32,5,26572032,tokenrewards_safe_01_rename_internal_state_variable,Safe,safe,rename_internal_state_variable,Safe,0.0,
32,5,26572033,tokenrewards_safe_02_rename_local_variable,Safe,safe,rename_local_variable,Safe,0.5497,
32,5,26572034,tokenrewards_safe_03_equivalent_expression_refactor,Safe,safe,equivalent_expression_refactor,Safe,0.5278,
32,5,26572035,tokenrewards_unsafe_behavior_01_wrong_state_variable,Unsafe,behavior,wrong_state_variable,Unsafe,0.3619,"{""active"": true, ""amount"": 15393, ""balance"": 1020847, ""call_ok"": false, ""limit"": 29789, ""owner_zero"": false, ""sender_owner"": true, ""total"": 1031921}"
32,5,26572036,tokenrewards_unsafe_behavior_02_return_value_change,Unsafe,behavior,return_value_change,Unsafe,0.3386,"{""active"": true, ""amount"": 8813, ""balance"": 728355, ""call_ok"": false, ""limit"": 31985, ""owner_zero"": false, ""sender_owner"": true, ""total"": 352692}"
32,5,26572037,tokenrewards_unsafe_behavior_03_omit_event,Unsafe,behavior,omit_event,Unsafe,0.3103,"{""active"": true, ""amount"": 18619, ""balance"": 215757, ""call_ok"": false, ""limit"": 38490, ""owner_zero"": false, ""sender_owner"": false, ""total"": 306224}"
32,5,26572038,vaultguard_safe_01_extract_internal_function,Safe,safe,extract_internal_function,Safe,0.5602,
32,5,26572039,vaultguard_safe_02_commute_independent_writes,Safe,safe,commute_independent_writes,Safe,0.5564,
32,5,26572040,vaultguard_safe_03_valid_domain_guard,Safe,safe,valid_domain_guard,Safe,0.5943,
32,5,26572041,vaultguard_unsafe_behavior_01_remove_require,Unsafe,behavior,remove_require,Unsafe,0.5657,"{""active"": false, ""amount"": 12982, ""balance"": 1011005, ""call_ok"": false, ""limit"": 60752, ""owner_zero"": false, ""sender_owner"": false, ""total"": 199000}"
32,5,26572042,vaultguard_unsafe_behavior_02_change_revert_condition,Unsafe,behavior,change_revert_condition,Unsafe,0.3857,"{""active"": true, ""amount"": 63250, ""balance"": 20004, ""call_ok"": false, ""limit"": 29158, ""owner_zero"": false, ""sender_owner"": false, ""total"": 828550}"
32,5,26572043,vaultguard_unsafe_behavior_03_remove_access_modifier,Unsafe,behavior,remove_access_modifier,Unsafe,0.3422,"{""active"": true, ""amount"": 14772, ""balance"": 65285, ""call_ok"": true, ""limit"": 42744, ""owner_zero"": true, ""sender_owner"": false, ""total"": 812577}"
32,5,26572044,yieldvault_safe_01_consume_storage_gap,Safe,safe,consume_storage_gap,Safe,0.0,
32,5,26572045,yieldvault_safe_02_append_state_variable,Safe,safe,append_state_variable,Safe,0.0,
32,5,26572046,yieldvault_safe_03_add_function,Safe,safe,add_function,Safe,0.0,
32,5,26572047,yieldvault_unsafe_behavior_01_change_call_recipient,Unsafe,behavior,change_call_recipient,Unsafe,0.3744,"{""active"": false, ""amount"": 51046, ""balance"": 284575, ""call_ok"": true, ""limit"": 36878, ""owner_zero"": false, ""sender_owner"": true, ""total"": 909588}"
32,5,26572048,yieldvault_unsafe_behavior_02_external_call_order_change,Unsafe,behavior,external_call_order_change,Unsafe,0.3804,"{""active"": false, ""amount"": 56261, ""balance"": 374265, ""call_ok"": true, ""limit"": 32896, ""owner_zero"": false, ""sender_owner"": true, ""total"": 586085}"
32,5,26572049,yieldvault_unsafe_behavior_03_success_to_revert,Unsafe,behavior,success_to_revert,Unsafe,0.3529,"{""active"": true, ""amount"": 11911, ""balance"": 534737, ""call_ok"": true, ""limit"": 60977, ""owner_zero"": true, ""sender_owner"": false, ""total"": 555728}"
32,5,26572050,stakepool_safe_01_rename_internal_state_variable,Safe,safe,rename_internal_state_variable,Safe,0.0,
32,5,26572051,stakepool_safe_02_rename_local_variable,Safe,safe,rename_local_variable,Safe,0.5619,
32,5,26572052,stakepool_safe_03_equivalent_expression_refactor,Safe,safe,equivalent_expression_refactor,Safe,0.5195,
32,5,26572053,stakepool_unsafe_behavior_01_conditional_state_update,Unsafe,behavior,conditional_state_update,Unknown,0.3287,
32,5,26572054,stakepool_unsafe_behavior_02_conditional_event,Unsafe,behavior,conditional_event,Unknown,0.33,
32,5,26572055,stakepool_unsafe_behavior_03_revert_data_change,Unsafe,behavior,revert_data_change,Safe,0.5424,
32,5,26572056,delegatedstake_safe_01_equivalent_expression_refactor,Safe,safe,equivalent_expression_refactor,Safe,0.5266,
32,5,26572057,delegatedstake_safe_02_extract_internal_function,Safe,safe,extract_internal_function,Safe,0.5333,
32,5,26572058,delegatedstake_safe_03_commute_independent_writes,Safe,safe,commute_independent_writes,Safe,0.5703,
32,5,26572059,delegatedstake_unsafe_behavior_01_unsupported_hash_return,Unsafe,behavior,unsupported_hash_return,Unknown,0.3049,
32,5,26572060,delegatedstake_unsafe_behavior_02_arithmetic_operator_change,Unsafe,behavior,arithmetic_operator_change,Unsafe,0.3392,"{""active"": true, ""amount"": 16581, ""balance"": 135201, ""call_ok"": false, ""limit"": 47669, ""owner_zero"": false, ""sender_owner"": false, ""total"": 382921}"
32,5,26572061,delegatedstake_unsafe_behavior_03_comparison_operator_change,Unsafe,behavior,comparison_operator_change,Safe,0.491,
32,5,26572062,ballotbox_safe_01_append_state_variable,Safe,safe,append_state_variable,Safe,0.0,
32,5,26572063,ballotbox_safe_02_add_function,Safe,safe,add_function,Safe,0.0,
32,5,26572064,ballotbox_safe_03_add_event,Safe,safe,add_event,Safe,0.0,
32,5,26572065,ballotbox_unsafe_behavior_01_omit_state_update,Unsafe,behavior,omit_state_update,Unsafe,0.3484,"{""active"": true, ""amount"": 39511, ""balance"": 911942, ""call_ok"": false, ""limit"": 43469, ""owner_zero"": false, ""sender_owner"": false, ""total"": 325258}"
32,5,26572066,ballotbox_unsafe_behavior_02_wrong_state_variable,Unsafe,behavior,wrong_state_variable,Unsafe,0.3419,"{""active"": true, ""amount"": 3504, ""balance"": 656492, ""call_ok"": true, ""limit"": 40643, ""owner_zero"": false, ""sender_owner"": true, ""total"": 507068}"
32,5,26572067,ballotbox_unsafe_behavior_03_return_value_change,Unsafe,behavior,return_value_change,Unsafe,0.3278,"{""active"": true, ""amount"": 18910, ""balance"": 603041, ""call_ok"": false, ""limit"": 32313, ""owner_zero"": false, ""sender_owner"": true, ""total"": 369990}"
32,5,26572068,governancevote_safe_01_add_function,Safe,safe,add_function,Safe,0.0,
32,5,26572069,governancevote_safe_02_add_event,Safe,safe,add_event,Safe,0.0,
32,5,26572070,governancevote_safe_03_rename_internal_state_variable,Safe,safe,rename_internal_state_variable,Safe,0.0,
32,5,26572071,governancevote_unsafe_behavior_01_omit_event,Unsafe,behavior,omit_event,Unsafe,0.3122,"{""active"": true, ""amount"": 23601, ""balance"": 81009, ""call_ok"": true, ""limit"": 59482, ""owner_zero"": true, ""sender_owner"": false, ""total"": 529266}"
32,5,26572072,governancevote_unsafe_behavior_02_remove_require,Unsafe,behavior,remove_require,Unsafe,0.2911,"{""active"": false, ""amount"": 38533, ""balance"": 648506, ""call_ok"": true, ""limit"": 54608, ""owner_zero"": false, ""sender_owner"": true, ""total"": 116282}"
32,5,26572073,governancevote_unsafe_behavior_03_change_revert_condition,Unsafe,behavior,change_revert_condition,Unsafe,0.3028,"{""active"": true, ""amount"": 60184, ""balance"": 740630, ""call_ok"": false, ""limit"": 63157, ""owner_zero"": false, ""sender_owner"": false, ""total"": 305622}"
32,5,26572074,assetregistry_safe_01_extract_internal_function,Safe,safe,extract_internal_function,Safe,0.5081,
32,5,26572075,assetregistry_safe_02_commute_independent_writes,Safe,safe,commute_independent_writes,Safe,0.5046,
32,5,26572076,assetregistry_safe_03_valid_domain_guard,Safe,safe,valid_domain_guard,Safe,0.5639,
32,5,26572077,assetregistry_unsafe_behavior_01_remove_access_modifier,Unsafe,behavior,remove_access_modifier,Unsafe,0.3175,"{""active"": false, ""amount"": 33303, ""balance"": 337710, ""call_ok"": true, ""limit"": 46781, ""owner_zero"": false, ""sender_owner"": false, ""total"": 802640}"
32,5,26572078,assetregistry_unsafe_behavior_02_change_call_recipient,Unsafe,behavior,change_call_recipient,Unsafe,0.3275,"{""active"": true, ""amount"": 7381, ""balance"": 698266, ""call_ok"": true, ""limit"": 17892, ""owner_zero"": false, ""sender_owner"": true, ""total"": 782243}"
32,5,26572079,assetregistry_unsafe_behavior_03_external_call_order_change,Unsafe,behavior,external_call_order_change,Unsafe,0.3751,"{""active"": false, ""amount"": 55319, ""balance"": 762644, ""call_ok"": true, ""limit"": 7151, ""owner_zero"": false, ""sender_owner"": true, ""total"": 632004}"
32,5,26572080,claimregistry_safe_01_commute_independent_writes,Safe,safe,commute_independent_writes,Safe,0.4771,
32,5,26572081,claimregistry_safe_02_valid_domain_guard,Safe,safe,valid_domain_guard,Safe,0.5657,
32,5,26572082,claimregistry_safe_03_consume_storage_gap,Safe,safe,consume_storage_gap,Safe,0.0,
32,5,26572083,claimregistry_unsafe_behavior_01_success_to_revert,Unsafe,behavior,success_to_revert,Unsafe,0.3667,"{""active"": true, ""amount"": 443, ""balance"": 963584, ""call_ok"": true, ""limit"": 55517, ""owner_zero"": true, ""sender_owner"": true, ""total"": 456417}"
32,5,26572084,claimregistry_unsafe_behavior_02_conditional_state_update,Unsafe,behavior,conditional_state_update,Unknown,0.3108,
32,5,26572085,claimregistry_unsafe_behavior_03_conditional_event,Unsafe,behavior,conditional_event,Unknown,0.3109,
32,5,26572086,rolemanager_safe_01_rename_internal_state_variable,Safe,safe,rename_internal_state_variable,Safe,0.0,
32,5,26572087,rolemanager_safe_02_rename_local_variable,Safe,safe,rename_local_variable,Safe,0.6662,
32,5,26572088,rolemanager_safe_03_equivalent_expression_refactor,Safe,safe,equivalent_expression_refactor,Safe,0.5718,
32,5,26572089,rolemanager_unsafe_behavior_01_revert_data_change,Unsafe,behavior,revert_data_change,Safe,0.5442,
32,5,26572090,rolemanager_unsafe_behavior_02_unsupported_hash_return,Unsafe,behavior,unsupported_hash_return,Unknown,0.339,
32,5,26572091,rolemanager_unsafe_behavior_03_arithmetic_operator_change,Unsafe,behavior,arithmetic_operator_change,Unsafe,0.3943,"{""active"": true, ""amount"": 568, ""balance"": 773354, ""call_ok"": true, ""limit"": 12006, ""owner_zero"": true, ""sender_owner"": false, ""total"": 366177}"
32,5,26572092,permissionbook_safe_01_rename_internal_state_variable,Safe,safe,rename_internal_state_variable,Safe,0.0,
32,5,26572093,permissionbook_safe_02_rename_local_variable,Safe,safe,rename_local_variable,Safe,0.5594,
32,5,26572094,permissionbook_safe_03_equivalent_expression_refactor,Safe,safe,equivalent_expression_refactor,Safe,0.4854,
32,5,26572095,permissionbook_unsafe_behavior_01_comparison_operator_change,Unsafe,behavior,comparison_operator_change,Safe,0.5659,
32,5,26572096,permissionbook_unsafe_behavior_02_omit_state_update,Unsafe,behavior,omit_state_update,Unsafe,0.3527,"{""active"": true, ""amount"": 36731, ""balance"": 1038600, ""call_ok"": false, ""limit"": 64275, ""owner_zero"": false, ""sender_owner"": false, ""total"": 232665}"
32,5,26572097,permissionbook_unsafe_behavior_03_wrong_state_variable,Unsafe,behavior,wrong_state_variable,Unsafe,0.3471,"{""active"": true, ""amount"": 52895, ""balance"": 509391, ""call_ok"": false, ""limit"": 64124, ""owner_zero"": false, ""sender_owner"": false, ""total"": 930171}"
32,5,26572098,escrowdesk_safe_01_append_state_variable,Safe,safe,append_state_variable,Safe,0.0,
32,5,26572099,escrowdesk_safe_02_add_function,Safe,safe,add_function,Safe,0.0,
32,5,26572100,escrowdesk_safe_03_add_event,Safe,safe,add_event,Safe,0.0,
32,5,26572101,escrowdesk_unsafe_behavior_01_return_value_change,Unsafe,behavior,return_value_change,Unsafe,0.3784,"{""active"": true, ""amount"": 14956, ""balance"": 398915, ""call_ok"": true, ""limit"": 28451, ""owner_zero"": true, ""sender_owner"": true, ""total"": 946369}"
32,5,26572102,escrowdesk_unsafe_behavior_02_omit_event,Unsafe,behavior,omit_event,Unsafe,0.3855,"{""active"": true, ""amount"": 31345, ""balance"": 598146, ""call_ok"": false, ""limit"": 60210, ""owner_zero"": false, ""sender_owner"": false, ""total"": 948493}"
32,5,26572103,escrowdesk_unsafe_behavior_03_remove_require,Unsafe,behavior,remove_require,Unsafe,0.3567,"{""active"": false, ""amount"": 54015, ""balance"": 925220, ""call_ok"": false, ""limit"": 64487, ""owner_zero"": false, ""sender_owner"": false, ""total"": 217330}"
32,5,26572104,milestoneescrow_safe_01_consume_storage_gap,Safe,safe,consume_storage_gap,Safe,0.0,
32,5,26572105,milestoneescrow_safe_02_append_state_variable,Safe,safe,append_state_variable,Safe,0.0,
32,5,26572106,milestoneescrow_safe_03_add_function,Safe,safe,add_function,Safe,0.0,
32,5,26572107,milestoneescrow_unsafe_behavior_01_change_revert_condition,Unsafe,behavior,change_revert_condition,Unsafe,0.3358,"{""active"": true, ""amount"": 4089, ""balance"": 343979, ""call_ok"": false, ""limit"": 44489, ""owner_zero"": false, ""sender_owner"": false, ""total"": 779905}"
32,5,26572108,milestoneescrow_unsafe_behavior_02_remove_access_modifier,Unsafe,behavior,remove_access_modifier,Unsafe,0.341,"{""active"": false, ""amount"": 5391, ""balance"": 521018, ""call_ok"": true, ""limit"": 33030, ""owner_zero"": true, ""sender_owner"": false, ""total"": 968005}"
32,5,26572109,milestoneescrow_unsafe_behavior_03_change_call_recipient,Unsafe,behavior,change_call_recipient,Unsafe,0.479,"{""active"": true, ""amount"": 58959, ""balance"": 345410, ""call_ok"": true, ""limit"": 52955, ""owner_zero"": false, ""sender_owner"": true, ""total"": 650390}"
32,5,26572110,crowdfund_safe_01_extract_internal_function,Safe,safe,extract_internal_function,Safe,0.5577,
32,5,26572111,crowdfund_safe_02_commute_independent_writes,Safe,safe,commute_independent_writes,Safe,0.7632,
32,5,26572112,crowdfund_safe_03_valid_domain_guard,Safe,safe,valid_domain_guard,Safe,0.8053,
32,5,26572113,crowdfund_unsafe_behavior_01_external_call_order_change,Unsafe,behavior,external_call_order_change,Unsafe,0.3843,"{""active"": false, ""amount"": 20155, ""balance"": 551901, ""call_ok"": true, ""limit"": 3642, ""owner_zero"": false, ""sender_owner"": true, ""total"": 218166}"
32,5,26572114,crowdfund_unsafe_behavior_02_success_to_revert,Unsafe,behavior,success_to_revert,Unsafe,0.3794,"{""active"": true, ""amount"": 6121, ""balance"": 306099, ""call_ok"": false, ""limit"": 50599, ""owner_zero"": false, ""sender_owner"": false, ""total"": 435671}"
32,5,26572115,crowdfund_unsafe_behavior_03_conditional_state_update,Unsafe,behavior,conditional_state_update,Unknown,0.3238,
32,5,26572116,campaignvault_safe_01_equivalent_expression_refactor,Safe,safe,equivalent_expression_refactor,Safe,0.4709,
32,5,26572117,campaignvault_safe_02_extract_internal_function,Safe,safe,extract_internal_function,Safe,0.4915,
