scope,pairs,tp,tn,fp,fn,precision,recall,f1,false_positive_rate,false_negative_rate,unknown_rate,timeout_rate,accuracy,coverage,decided_accuracy,verdict_safe,verdict_unsafe,verdict_unknown,verdict_timeout
mixed,30,26,0,0,4,1.0,0.8666666666666667,0.9285714285714286,0.0,0.13333333333333333,0.13333333333333333,0.0,0.8666666666666667,0.8666666666666667,1.0,0,26,4,0
